Movie_Title,Movie_years,Content_Ratio,Aspect_Ratio,Movie_actor_1_name,Movie_actor_1_credit,Actor_1_Oscar_Awards,Actor_1_Other_Awards,Movie_actor_2_name,Movie_actor_2_credit,Actor_2_Oscar_Awards,Actor_2_Other_Awards,Movie_actor_3_name,Movie_actor_3_credit,Actor_3_Oscar_Awards,Actor_3_Other_Awards,Movie_director,Movie_director_credit,Director_Oscar_Awards,Director_Other_Awards,Movie_writter_names,Movie_writter_credit,Movie_Writter_Oscar_Awards,Music_Writter_Other_Awards,Movie_music_names,Movie_music_credit,Music_Oscar_Awards,Music_Other_Awards,Movie_cinematography_name,Movie_cinematography_credit,Cinematograpy_Oscar_Awards,Cinematograpy_Other_Awards,Budget,Movie_ratings,IMDb_Label
Despicable Me,2010,PG,1.85,Steve Carell,39,0,29,Jason Segel,21,0,2,Russell Brand,17,0,3,Pierre Coffin,3,0,22,Cinco Paul,7.0,0.0,1.0,Heitor Pereira,70.0,0.0,6.0,Gregory Perler,14.0,0.0,0.0,"69,000,000.00",7.6,CLASS-1
Avatar,2009,PG-13,1.78,CCH Pounder,86,0,5,Joel David Moore,41,0,1,Wes Studi,54,0,8,James Cameron,17,3,69,,,,,,,,,,,,,"237,000,000.00",7.8,CLASS-1
Harry Potter and the Half-Blood Prince,2009,PG,2.35,Daniel Radcliffe,11,0,13,Michael Gambon,124,0,10,Dave Legeno,21,0,3,David Yates,17,0,15,Steve Kloves,8.0,0.0,7.0,Nicholas Hooper,0.0,0.0,4.0,Bruno Delbonnel,35.0,0.0,13.0,"250,000,000.00",7.6,CLASS-1
Transformers: Revenge of the Fallen,2009,PG-13,2.35,Shia LaBeouf,37,0,3,Megan Fox,0,0,1,Josh Duhamel,9,0,1,Michael Bay,50,0,9,Ehren Kruger,12.0,0.0,1.0,Steve Jablonsky,31.0,0.0,8.0,Ben Seresin,10.0,0.0,0.0,"200,000,000.00",6.0,CLASS-1
Terminator Salvation,2009,PG-13,2.35,Christian Bale,36,1,67,Sam Worthington,21,0,13,Moon Bloodgood,0,1,18,McG,29,0,9,John Brancato,17.0,0.0,1.0,Danny Elfman,77.0,0.0,80.0,Shane Hurlbut,17.0,0.0,0.0,"200,000,000.00",6.5,CLASS-1
2012,2009,PG-13,2.35,John Cusack,56,0,2,Amanda Peet,0,0,2,Chiwetel Ejiofor,27,1,76,Roland Emmerich,13,0,19,Roland Emmerich,13.0,0.0,19.0,Harald Kloser,6.0,0.0,3.0,Dean Semler,68.0,1.0,14.0,"200,000,000.00",5.8,CLASS-1
A Christmas Carol,2019,PG,2.35,Jim Carrey,43,0,7,Steve Valentine,49,0,43,Daryl Sabara,43,1,58,Robert Zemeckis,29,1,34,Charles Dickens,349.0,0.0,0.0,Alan Silvestri,63.0,0.0,43.0,Robert Presley,2.0,0.0,0.0,"200,000,000.00",7.2,CLASS-1
Monsters vs. Aliens,2009,PG,2.35,Reese Witherspoon,0,0,6,Seth Rogen,21,0,7,Hugh Laurie,85,0,30,Rob Letterman,3,0,0,Maya Forbes,5.0,0.0,8.0,Henry Jackman,12.0,0.0,11.0,Joyce Arrastia,8.0,0.0,1.0,"175,000,000.00",6.4,CLASS-1
G.I. Joe: The Rise of Cobra,2009,PG-13,2.35,Adewale Akinnuoye-Agbaje,23,0,14,Christopher Eccleston,51,0,6,GrÃ©gory Fitoussi,27,0,2,Stephen Sommers,8,0,1,Stuart Beattie,11.0,0.0,3.0,Alan Silvestri,63.0,0.0,43.0,Mitchell Amundsen,6.0,0.0,0.0,"175,000,000.00",5.8,CLASS-1
Night at the Museum: Battle of the Smithsonian,2009,PG,2.35,Ben Stiller,88,1,53,Amy Adams,0,1,13,Owen Wilson,34,0,14,Shawn Levy,25,0,4,Robert Ben Garant,13.0,0.0,0.0,Alan Silvestri,63.0,0.0,43.0,John Schwartzman,28.0,0.0,1.0,"150,000,000.00",6.0,CLASS-1
X-Men Origins: Wolverine,2009,PG-13,2.35,Hugh Jackman,29,0,26,Liev Schreiber,44,0,12,Danny Huston,31,0,10,Gavin Hood,6,0,29,David Benioff,5.0,0.0,28.0,Harry Gregson-Williams,54.0,0.0,20.0,Donald McAlpine,56.0,0.0,11.0,"150,000,000.00",6.6,CLASS-1
Angels & Demons,2009,PG-13,2.35,Tom Hanks,54,2,71,Ewan McGregor,47,0,3,Ayelet Zurer,0,0,26,Ron Howard,27,2,37,David Koepp,27.0,0.0,3.0,Hans Zimmer,87.0,1.0,121.0,Salvatore Totino,24.0,0.0,0.0,"150,000,000.00",6.7,CLASS-1
Star Trek,2017,PG-13,2.35,Chris Hemsworth,28,0,8,Leonard Nimoy,135,0,6,Bruce Greenwood,137,0,7,J.J. Abrams,13,0,20,,,,,,,,,,,,,"150,000,000.00",7.3,CLASS-1
Watchmen,2019,R,2.35,Matt Frewer,133,0,2,Billy Crudup,44,0,8,Stephen McHattie,206,0,4,Zack Snyder,22,0,5,,,,,,,,,,,,,"130,000,000.00",8.1,CLASS-1
The Princess and the Frog,2009,G,1.85,Anika Noni Rose,0,0,37,Bruno Campos,26,0,3,Keith David,154,0,7,Ron Clements,7,0,11,Ron Clements,21.0,0.0,11.0,Randy Newman,18.0,2.0,45.0,Rasoul Azadani,2.0,0.0,0.0,"105,000,000.00",7.1,CLASS-1
Public Enemies,2009,R,2.35,Christian Bale,36,0,69,Christian Stolte,30,1,58,Jason Clarke,40,0,6,Michael Mann,17,0,18,Ronan Bennett,10.0,0.0,1.0,Elliot Goldenthal,28.0,1.0,16.0,Dante Spinotti,61.0,0.0,19.0,"100,000,000.00",7.0,CLASS-1
The Taking of Pelham 1 2 3,2009,R,2.35,Walter Matthau,69,2,71,Robert Shaw,52,0,1,Martin Balsam,104,0,2,Tony Scott,27,0,4,John Godey,1.0,0.0,0.0,David Shire,6.0,1.0,6.0,Owen Roizman,7.0,0.0,5.0,"100,000,000.00",6.4,CLASS-1
Where the Wild Things Are,2009,PG,2.35,Max Records,2,0,14,Pepita Emmerichs,0,0,3,Max Pfeifer,2,0,2,Spike Jonze,79,1,64,Spike Jonze,9.0,1.0,64.0,Carter Burwell,44.0,0.0,29.0,Lance Acord,28.0,0.0,2.0,"100,000,000.00",6.7,CLASS-1
Land of the Lost,2009,PG-13,1.85,Will Ferrell,57,0,11,Anna Friel,0,0,4,Danny McBride,9,0,0,Brad Silberling,19,0,1,Chris Henchy,12.0,0.0,3.0,Michael Giacchino,19.0,1.0,80.0,Dion Beebe,29.0,1.0,18.0,"100,000,000.00",5.3,CLASS-1
The Lovely Bones,2009,PG-13,2.35,Mark Wahlberg,42,0,6,Rachel Weisz,0,0,3,Susan Sarandon,0,1,76,Peter Jackson,16,3,124,Fran Walsh,11.0,3.0,44.0,Brian Eno,18.0,0.0,8.0,Andrew Lesnie,41.0,1.0,27.0,"65,000,000.00",6.7,CLASS-1
Cloudy with a Chance of Meatballs,2009,PG,2.35,Bill Hader,26,0,1,Anna Faris,0,0,0,James Caan,100,0,8,Phil Lord,1,1,27,Phil Lord,6.0,1.0,27.0,Mark Mothersbaugh,27.0,0.0,21.0,Robert Fisher Jr.,17.0,0.0,2.0,"100,000,000.00",6.9,CLASS-1
Ice Age: Dawn of the Dinosaurs,2009,PG,1.85,Eunice Cho,0,0,3,Karen Disher,0,0,3,Harrison Fahn,7,0,1,Carlos Saldanha,5,0,2,Michael Berg,2.0,0.0,0.0,John Powell,14.0,0.0,41.0,Harry Hitner,21.0,0.0,0.0,"90,000,000.00",6.9,CLASS-1
Sherlock Holmes,2009,PG-13,1.85,Robert Downey Jr.,72,0,34,Jude Law,35,0,6,Rachel McAdams,0,0,1,Guy Ritchie,13,0,8,Michael Robert Johnson,0.0,0.0,0.0,Hans Zimmer,87.0,1.0,121.0,Philippe Rousselot,62.0,1.0,11.0,"90,000,000.00",7.6,CLASS-1
It's Complicated,2009,R,1.85,Meryl Streep,0,3,151,Steve Martin,56,0,2,Alec Baldwin,91,0,5,Nancy Meyers,4,0,6,Nancy Meyers,13.0,0.0,6.0,Heitor Pereira,64.0,0.0,6.0,John Toll,27.0,2.0,16.0,"85,000,000.00",6.5,CLASS-1
Surrogates,2009,PG-13,2.35,Bruce Willis,82,0,14,Radha Mitchell,0,0,1,Rosamund Pike,0,0,0,Jonathan Mostow,9,0,1,Michael Ferris,20.0,0.0,1.0,Richard Marvin,9.0,0.0,5.0,Oliver Wood,45.0,0.0,0.0,"80,000,000.00",6.3,CLASS-1
Oceans,2018,G,2.35,Pierce Brosnan,64,0,3,Pedro ArmendÃ¡riz Jr.,210,0,4,Jacques Perrin,127,0,19,Jacques Perrin,7,0,6,Christophe Cheysson,0.0,0.0,0.0,Bruno Coulais,13.0,0.0,13.0,Michel Benjamin,19.0,0.0,1.0,"40,000,000.00",6.8,CLASS-1
Hotel for Dogs,2009,PG,1.85,Emma Roberts,0,0,29,Jake T. Austin,10,0,8,Don Cheadle,61,0,4,Thor Freudenthal,7,0,3,Jeff Lowell,7.0,0.0,0.0,John Debney,87.0,0.0,32.0,Michael Grady,0.0,0.0,0.0,"35,000,000.00",5.4,CLASS-1
Funny People,2009,R,1.85,Adam Sandler,44,0,43,Seth Rogen,21,0,2,Leslie Mann,0,0,0,Judd Apatow,8,0,16,Judd Apatow,27.0,0.0,16.0,Michael Andrews,0.0,0.0,3.0,Janusz Kaminski,56.0,2.0,28.0,"75,000,000.00",6.3,CLASS-1
Inglourious Basterds,2009,R,2.35,Brad Pitt,57,0,56,MÃ©lanie Laurent,0,2,83,Christoph Waltz,94,2,83,Quentin Tarantino,16,2,156,Quentin Tarantino,20.0,2.0,165.0,Robert Richardson,0.0,3.0,19.0,Sally Menke,34.0,0.0,12.0,"75,000,000.00",8.3,CLASS-1
Alvin and the Chipmunks: The Squeakquel,2009,PG,1.85,Zachary Levi,19,0,17,David Cross,77,0,0,Jason Lee,43,0,9,Betty Thomas,26,0,6,Jon Vitti,11.0,0.0,3.0,David Newman,63.0,1.0,14.0,Anthony B. Richmond,81.0,0.0,1.0,"75,000,000.00",4.5,CLASS-1
Agora,2009,R,2.35,Rachel Weisz,0,0,4,Max Minghella,9,0,1,Oscar Isaac,9,0,1,Alejandro AmenÃƒÂ¡bar,6,0,58,Alejandro AmenÃ¡bar,8.0,0.0,58.0,Dario Marianelli,15.0,1.0,14.0,Xavi GimÃ©nez,31.0,0.0,10.0,"70,000,000.00",7.2,CLASS-1
Astro Boy,2009,PG,2.35,Charlize Theron,0,1,34,Freddie Highmore,19,1,49,Ryan Stiles,31,0,13,David Bowers,1,0,0,Osamu Tezuka,89.0,0.0,9.0,John Ottman,29.0,1.0,8.0,Pepe Valencia,0.0,0.0,0.0,"65,000,000.00",6.3,CLASS-1
Couples Retreat,2009,PG-13,1.85,Vince Vaughn,49,0,6,Jason Bateman,60,0,5,Faizon Love,41,0,1,Peter Billingsley,2,0,1,Jon Favreau,4.0,0.0,9.0,A.R. Rahman,34.0,2.0,112.0,Eric Alan Edwards,50.0,0.0,0.0,"60,000,000.00",5.5,CLASS-1
This Is It,2016,PG,1.78,Misha Gabriel Hamilton,7,0,0,Mekia Cox,17,0,0,Judith Hill,2,0,2,Kenny Ortega,45,0,10,,,,,,,,,,,,,"60,000,000.00",8.7,CLASS-1
Coraline,2009,PG,1.85,Dakota Fanning,0,0,5,Teri Hatcher,0,0,3,Jennifer Saunders,0,0,0,Henry Selick,8,0,9,Henry Selick,3.0,0.0,9.0,Bruno Coulais,13.0,0.0,13.0,Pete Kozachik,4.0,0.0,0.0,"60,000,000.00",7.7,CLASS-1
Year One,2009,PG-13,1.85,Jack Black,94,0,18,Michael Cera,40,0,2,Oliver Platt,55,0,15,Harold Ramis,13,0,7,Harold Ramis,30.0,0.0,8.0,Theodore Shapiro,7.0,0.0,15.0,Alar Kivilo,32.0,0.0,3.0,"60,000,000.00",4.9,CLASS-1
Invictus,2009,PG-13,2.35,Morgan Freeman,90,1,21,Matt Damon,47,1,47,Tony Kgoroge,14,0,1,Clint Eastwood,32,4,131,Anthony Peckham,4.0,0.0,1.0,Kyle Eastwood,6.0,0.0,3.0,Tom Stern,15.0,0.0,3.0,"60,000,000.00",7.3,CLASS-1
