director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_facebook_likes,duration,facenumber_in_poster,country,title_year,budget,gross,Action,Adventure,Sci-Fi,Romance,Animation,Mystery,Fantasy,Family,Comedy,Crime,Drama,Horror,Biography,Thriller,Financial_Label
436,101,459,13000,0,1000,524,585,34000,115,1,31,2013,50000000,25121291,1,0,1,0,0,1,0,0,0,1,0,0,0,1,Flop
51,175,126,18000,567,497,269,459,22000,109,1,31,2013,61000000,75573300,1,0,0,0,0,0,0,0,1,1,1,0,0,1,Average
552,181,423,33000,99,301,835,300,40000,113,3,31,2013,60000000,45996718,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
230,91,5,5000,418,2000,119,1000,44000,130,3,31,2013,60000000,31165421,0,0,0,1,0,1,1,0,0,0,0,1,0,0,Flop
580,189,255,1000,350,847,681,839,22000,125,2,31,2013,58000000,44665963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
477,521,477,15000,147,535,550,186,65000,134,0,31,2013,55000000,107100855,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Super Hit
288,39,26,1000,123,591,172,562,0,91,1,31,2013,55000000,55747724,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Average
1,285,180,11000,750,8000,771,7000,41000,143,2,31,2013,50000000,2175312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
646,75,225,10000,208,520,319,467,45000,98,2,11,2013,50000000,55682070,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Average
25,487,192,430,132,329,646,201,43000,125,3,31,2013,40000000,26616999,1,1,1,1,0,0,0,0,0,0,0,0,0,1,Flop
519,98,10,1000,762,852,641,592,14000,124,7,31,2013,60000000,19445217,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Flop
164,777,186,20000,319,15000,221,1000,86000,153,2,31,2013,46000000,60962878,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Hit
476,176,342,975,754,815,200,749,24000,123,7,31,2013,43000000,159578352,1,0,0,0,0,0,0,0,1,1,0,0,0,0,BlockBaster
149,737,222,34000,149,23000,98,14000,63000,138,5,31,2013,40000000,150117807,0,0,0,0,0,0,0,0,0,1,1,0,0,0,BlockBaster
489,532,226,480,657,449,171,127,58000,121,0,31,2013,40000000,125069696,1,0,0,0,0,0,0,0,0,0,1,0,1,1,BlockBaster
77,241,180,11000,153,3000,591,898,28000,128,0,31,2013,40000000,95001343,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
84,7,63,3000,572,190,403,91,0,89,2,31,2013,40000000,57011847,0,1,1,0,1,0,0,1,1,0,0,0,0,0,Hit
332,584,89,11000,258,557,434,398,58000,126,5,26,2013,39200000,4563029,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Flop
497,88,409,22000,695,13000,613,785,12000,113,1,31,2013,40000000,29802761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
352,0,483,643,303,290,240,7,13000,122,1,13,2013,38600000,6594136,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Flop
156,123,491,14000,554,924,92,904,39000,127,0,31,2013,38000000,41997790,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Average
548,2000,90,26000,562,10000,19,471,83000,123,0,30,2013,38000000,26903709,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Flop
511,43,287,740,530,707,792,651,35000,118,4,31,2013,37000000,150368971,0,0,0,0,0,0,0,0,1,1,0,0,0,0,BlockBaster
575,91,249,4000,254,904,778,680,17000,120,2,31,2013,35000000,134455175,0,0,0,0,0,0,0,0,1,1,0,0,0,0,BlockBaster
306,102,477,15000,637,2000,74,825,39000,125,2,31,2013,35000000,83299761,0,0,0,0,0,0,0,0,1,0,1,0,1,0,BlockBaster
20,90,22,1000,325,412,548,344,0,109,3,31,2013,35000000,19692608,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
612,138,209,26000,161,968,840,458,17000,118,0,31,2013,35000000,17609982,1,0,0,1,0,0,0,0,0,1,0,0,0,1,Flop
349,56,464,113,260,98,814,38,13000,141,1,30,2013,35000000,8324748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Flop
280,0,283,324,105,15,387,11,0,85,0,1,2013,34000000,4091,0,1,0,0,1,0,1,1,1,0,0,0,0,0,Flop
194,133,80,17000,324,11000,243,9000,97000,107,6,31,2013,32000000,101470202,0,0,0,0,0,0,1,0,1,0,0,0,0,0,BlockBaster
351,16,413,49000,615,22000,815,2000,0,89,8,31,2013,35000000,21784432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
274,0,74,716,386,648,420,223,5000,105,1,9,2013,33000000,99462,1,1,0,0,0,0,0,1,0,0,1,0,0,0,Flop
171,35,455,12000,562,10000,771,7000,13000,100,4,31,2013,30000000,22525921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
376,304,13,15000,194,1000,830,898,41000,132,0,31,2013,30000000,116631310,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
326,129,105,303,745,18,178,7,81000,98,0,31,2013,35000000,66359959,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Super Hit
368,108,87,17000,383,2000,638,534,39000,100,1,31,2013,30000000,35266619,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Average
602,0,80,17000,191,681,443,273,29000,106,0,31,2013,30000000,32154410,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Average
275,419,503,971,323,236,151,165,24000,107,2,31,2013,45000000,12026670,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
71,65,265,3000,363,697,189,681,0,88,3,31,2013,30000000,19316646,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
460,76,133,3000,309,678,335,174,0,118,2,31,2013,30000000,10880926,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
325,226,409,22000,533,11000,692,966,27000,105,2,31,2013,28000000,63910583,0,0,0,1,0,0,0,0,1,0,0,0,0,0,BlockBaster
375,529,119,576,552,447,569,325,23000,115,0,31,2013,28000000,71346930,0,0,0,1,0,0,0,0,0,0,1,0,0,1,BlockBaster
278,65,87,17000,216,927,71,405,36000,103,0,31,2013,28000000,28751715,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Average
418,0,141,12000,432,412,558,385,43000,129,4,31,2013,26000000,49874933,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Super Hit
64,386,44,19000,577,17000,344,203,11000,128,1,31,2013,28000000,3254172,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Flop
651,0,20,975,712,521,472,400,0,100,0,31,2013,25000000,52528330,0,0,0,0,0,0,0,0,1,0,1,0,0,0,BlockBaster
226,0,349,15000,448,960,87,745,0,144,6,9,2013,25500000,41229,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
316,53,44,19000,508,11000,426,8000,30000,121,3,31,2013,25000000,37738400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hit
219,911,234,5000,660,234,492,232,31000,131,2,18,2013,13500000,85433,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Flop
523,0,337,13000,95,11000,293,1000,24000,138,4,31,2013,25000000,16969390,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
587,0,435,19000,104,128,525,105,148000,126,1,31,2013,23000000,25556065,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Average
330,3,189,2000,404,228,602,88,0,100,4,30,2013,25000000,4756,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Flop
359,31,195,390,91,311,529,110,0,105,10,31,2013,26000000,30659817,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Average
203,39,209,26000,324,11000,266,798,15000,100,1,31,2013,22000000,19783777,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
565,108,94,23000,646,820,201,120,17000,116,0,31,2013,22000000,11326836,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
263,0,308,6000,448,960,308,697,131000,112,0,31,2013,20000000,137387272,0,0,0,0,0,1,0,0,0,0,0,1,0,1,BlockBaster
597,0,398,2000,655,660,784,500,83000,134,0,31,2013,20000000,56667870,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
307,34,178,383,410,333,745,322,16000,92,0,31,2013,11000000,34334256,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BlockBaster
394,92,316,31000,676,881,577,636,13000,88,8,31,2013,20000000,32014289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hit
179,1000,343,177,707,55,353,24,49000,109,6,30,2013,20000000,26003149,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Hit
62,9,88,997,116,941,478,826,0,110,19,31,2013,20000000,8888355,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
534,0,15,2000,203,749,515,99,48000,107,7,24,2013,20000000,7268659,1,0,0,0,0,0,0,0,1,1,0,0,0,1,Flop
80,33,150,876,680,526,690,326,53000,131,1,31,2013,19000000,21483154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Average
668,11000,426,594,135,268,39,218,36000,98,1,31,2013,18000000,33404871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Super Hit
117,31,402,210,571,193,114,179,4000,90,1,31,2013,18000000,10494494,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
268,655,193,24000,397,14000,109,405,0,111,1,31,2013,18000000,13362308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
331,6,224,25000,164,14000,714,212,18000,116,2,0,2013,18000000,4435083,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Flop
355,148,220,549,489,269,834,170,0,93,5,31,2013,17500000,7017178,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Flop
394,92,179,1000,650,886,225,849,7000,123,5,31,2013,17000000,70492685,0,0,0,0,0,0,0,0,1,0,1,0,0,0,BlockBaster
196,201,302,394,236,150,237,58,70000,96,0,31,2013,17000000,54239856,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BlockBaster
254,115,225,10000,175,316,43,310,0,120,3,31,2013,16000000,1984743,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Flop
133,0,419,3000,682,1000,820,888,23000,101,0,30,2013,20000000,2319187,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Flop
30,127,211,1000,502,340,320,250,57000,100,1,3,2013,20000000,71588220,0,0,0,0,0,0,1,0,0,0,0,1,0,0,BlockBaster
277,79,196,925,274,38,295,27,26000,102,0,31,2013,15000000,101978840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BlockBaster
515,29,141,12000,290,1000,579,874,12000,112,1,31,2013,15000000,42919096,1,0,0,0,0,0,0,0,0,0,1,0,0,1,BlockBaster
628,24,487,931,641,539,206,426,0,95,6,31,2013,15000000,9123834,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Flop
322,24,264,552,381,528,724,499,11000,93,0,31,2013,13000000,25675765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Super Hit
485,80,473,2000,653,257,154,252,5000,107,2,31,2013,13000000,18004225,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Hit
69,122,339,873,698,461,691,383,23000,94,0,31,2013,13000000,51872378,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BlockBaster
591,350,457,1000,476,482,631,322,37000,98,2,30,2013,12000000,37707719,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
15,729,127,1000,110,844,843,622,28000,115,0,31,2013,12000000,17613460,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Hit
517,628,479,565,726,555,489,171,105000,123,1,30,2013,12000000,15294553,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Hit
472,667,482,211,642,98,738,70,29000,172,2,18,2013,9200000,2835886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
91,0,335,3000,21,1000,302,520,27000,99,4,30,2013,12000000,1702277,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Flop
191,1000,265,3000,501,275,14,272,26000,104,1,31,2013,11000000,13214255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Average
551,7,418,805,563,766,805,507,0,98,0,30,2013,7000000,23838,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Flop
446,293,181,773,759,734,585,547,0,106,11,31,2013,10000000,28873374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BlockBaster
184,0,186,20000,397,14000,741,3000,25000,94,10,31,2013,6000000,8828771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hit
265,0,46,628,581,497,617,322,0,89,0,31,2013,10000000,7764027,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
508,21,252,78,43,61,846,36,874,125,1,20,2013,10000000,169379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
59,4,188,63,138,10,750,5,1000,81,0,15,2013,10000000,11835,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Flop
141,68,131,3000,150,1000,93,1000,0,96,9,31,2013,8500000,21564616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BlockBaster
459,132,97,434,71,265,561,216,12000,93,2,31,2013,8000000,17536788,0,0,0,1,0,0,0,0,1,0,1,0,0,0,BlockBaster
297,109,200,480,392,12,518,7,43000,104,1,31,2013,8000000,16168741,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BlockBaster
54,1000,291,29000,237,509,769,76,115000,143,4,0,2013,105000000,144812796,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Hit
676,129,16,10000,384,918,351,782,12000,116,4,30,2013,6500000,2268296,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Flop
337,23000,254,23000,654,19000,813,694,33000,90,1,31,2013,3000000,24475193,0,0,0,1,0,0,0,0,1,0,1,0,0,0,BlockBaster
237,17,299,31,299,17,749,16,543,99,0,19,2013,5500000,22770,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
263,0,297,852,67,618,480,482,35000,106,0,31,2013,5000000,83574831,0,0,0,0,0,0,1,0,0,0,0,1,0,1,BlockBaster
193,399,156,399,349,89,316,83,14000,115,1,20,2013,5000000,44456509,0,0,0,0,0,0,0,0,1,0,1,0,0,0,BlockBaster
273,212,329,11000,341,3000,202,896,65000,117,0,31,2013,5000000,27296514,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
439,59,202,972,627,407,274,202,23000,104,0,31,2013,5000000,27689474,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BlockBaster
451,214,456,7000,447,468,381,424,22000,103,1,31,2013,5000000,21501098,0,0,0,0,0,0,0,0,1,0,1,0,0,0,BlockBaster
458,0,423,33000,427,1000,849,428,30000,90,1,7,2013,4800000,778565,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Flop
178,8,357,45000,681,541,64,400,0,93,0,9,2013,5000000,15152879,0,0,0,0,0,0,0,0,0,0,1,1,0,1,BlockBaster
146,234,367,12000,736,1000,696,221,11000,117,2,31,2013,4000000,371897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
335,45,184,623,12,85,59,69,0,120,0,20,2013,4000000,100412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
39,105,414,18000,538,6000,77,748,0,112,0,0,2013,16000000,317125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Flop
253,65,403,942,10,810,146,535,31000,85,0,31,2013,3000000,64423650,0,0,1,0,0,0,0,0,0,0,0,1,0,1,BlockBaster
520,0,438,140,56,63,67,48,62000,109,1,31,2013,3000000,8114507,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BlockBaster
429,89,155,713,19,584,323,555,0,86,6,31,2013,2500000,40041683,0,0,0,0,0,0,1,0,1,0,0,0,0,0,BlockBaster
382,15,118,1000,429,309,174,36,0,75,0,31,2013,2500000,32230907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BlockBaster
262,53,441,8000,342,1000,197,478,10000,95,1,31,2013,2500000,6851969,0,0,0,1,0,0,0,0,1,0,1,0,0,0,BlockBaster
393,38,138,801,27,727,732,690,0,104,7,31,2013,1500000,3447339,0,0,0,1,0,0,0,0,1,0,0,0,0,0,BlockBaster
111,0,501,31,740,24,416,3,407,89,0,20,2013,1300000,11278,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
138,29,493,890,223,848,728,449,0,113,2,31,2013,1200000,2859955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BlockBaster
641,0,362,3,52,2,417,0,75,110,3,31,2013,1200000,3830,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
182,0,117,640,604,550,509,389,12000,100,0,31,2013,6000000,7186670,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Average
445,9,443,130,457,19,545,13,14000,91,0,31,2013,1000000,4946250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BlockBaster
42,9,257,53,724,24,54,9,0,91,1,21,2013,1000000,287761,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Flop
133,0,419,3000,682,1000,820,888,23000,101,0,30,2013,20000000,2319187,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Flop
556,0,3,282,507,270,61,88,17000,85,0,31,2013,900000,16097842,0,0,0,1,0,0,0,0,0,0,1,0,1,0,BlockBaster
515,29,141,12000,290,1000,579,874,12000,112,1,31,2013,15000000,42919096,1,0,0,0,0,0,0,0,0,0,1,0,0,1,BlockBaster
562,0,471,44000,524,15000,340,11000,60000,130,4,31,2013,215000000,234903076,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Average
281,57,127,1000,257,235,28,92,0,90,0,31,2013,1066167,258113,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
481,261,372,924,286,835,338,461,0,99,0,31,2013,250000,49494,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Flop
107,22000,478,27000,149,23000,409,23000,164000,164,0,31,2012,250000000,448130642,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Super Hit
26,475,117,640,649,632,637,530,24000,132,1,31,2012,263700000,73058679,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Flop
344,0,90,26000,616,21000,726,19000,123000,173,3,31,2012,220000000,623279547,1,1,1,0,0,0,0,0,0,0,0,0,0,0,BlockBaster
53,188,499,10000,519,816,592,718,40000,106,1,31,2012,225000000,179020854,1,1,1,0,0,0,1,1,1,0,0,0,0,0,Flop
397,464,152,15000,42,10000,148,963,56000,153,0,31,2012,230000000,262030663,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Average
489,532,296,14000,25,10000,780,627,44000,131,0,31,2012,209000000,65173160,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Flop
560,0,9,883,296,563,699,393,80000,143,0,30,2012,200000000,304360277,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Hit
400,56,270,2000,365,1000,429,838,39000,93,0,31,2012,185000000,237282182,0,1,0,0,1,0,1,1,1,0,0,0,0,0,Hit
553,274,90,26000,425,17000,713,11000,53000,132,0,31,2012,170000000,155111815,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Flop
516,66,194,975,652,931,386,833,40000,101,1,31,2012,165000000,189412677,0,1,1,0,1,0,0,1,1,0,0,0,0,0,Average
327,473,296,14000,232,897,488,502,19000,99,0,31,2012,150000000,83640426,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Flop
620,13000,248,40000,143,17000,156,16000,82000,113,7,31,2012,100000000,79711678,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Flop
187,35,198,851,488,770,128,436,17000,93,0,31,2012,145000000,216366733,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Hit
496,52,186,20000,391,315,460,161,25000,97,0,31,2012,145000000,103400692,0,1,0,0,1,0,1,1,0,0,0,0,0,0,Flop
64,386,411,21000,425,17000,787,12000,65000,115,3,31,2012,120000000,292298923,0,1,0,1,0,0,1,0,0,0,1,0,0,0,BlockBaster
64,386,411,21000,425,17000,787,12000,65000,115,3,31,2012,120000000,292298923,0,1,0,1,0,0,1,0,0,0,1,0,0,0,BlockBaster
647,209,225,10000,658,826,756,602,31000,135,0,31,2012,125000000,113165635,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Flop
33,0,458,774,589,358,779,341,122000,127,0,31,2012,120000000,124976634,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Average
523,0,337,13000,137,9000,734,641,97000,124,0,31,2012,130000000,126464904,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Flop
505,16000,291,29000,151,11000,68,265,199000,165,1,31,2012,100000000,162804648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hit
583,165,209,26000,695,13000,115,13000,108000,103,3,31,2012,92000000,85017401,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Flop
642,670,477,15000,354,5000,378,1000,124000,172,5,11,2012,102000000,27098580,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Flop
272,116,497,8000,710,331,440,329,18000,85,0,31,2012,95000000,86897182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
596,20,392,22000,376,1000,218,916,14000,88,0,31,2012,95000000,161317423,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Hit
210,266,455,12000,8,11000,399,11000,28000,91,2,31,2012,85000000,148313048,0,0,0,0,1,0,1,1,1,0,0,0,0,0,Hit
130,79,126,18000,639,16000,716,820,19000,115,1,31,2012,85000000,126149655,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Hit
610,763,260,8000,541,886,180,809,18000,106,1,31,2012,85000000,64933670,0,1,0,0,0,0,1,1,1,0,1,0,0,0,Flop
487,38,500,409,329,107,653,20,46000,95,0,30,2012,35000000,13401683,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Flop
205,378,222,34000,378,14000,55,575,140000,142,0,31,2012,78000000,407999255,0,1,1,0,0,0,0,0,0,0,1,0,0,1,BlockBaster
72,62,256,14000,225,12000,466,722,0,94,3,31,2012,79000000,103812241,1,1,1,0,0,0,1,1,1,0,0,0,0,0,Hit
448,24,465,5000,687,327,722,324,24000,88,1,31,2012,70000000,62321039,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Flop
2,163,203,394,666,217,130,66,33000,136,7,31,2012,75000000,38509342,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Flop
627,335,421,3000,214,3000,81,911,98000,105,0,31,2012,69000000,37516013,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Flop
603,14000,254,23000,287,826,113,655,71000,150,0,31,2012,65000000,182204440,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
638,0,186,20000,231,13000,48,11000,144000,158,1,31,2012,61000000,148775460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BlockBaster
373,119,434,600,2,346,312,174,59000,99,0,31,2012,65000000,59617068,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Flop
416,368,478,27000,4,1000,838,520,18000,103,3,31,2012,65000000,54758461,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Flop
484,545,350,14000,93,1000,88,974,32000,96,0,11,2012,65000000,42345531,1,0,1,0,0,0,0,0,0,0,0,1,0,1,Flop
106,188,476,10000,617,3000,191,1000,38000,130,2,31,2012,60000000,80033643,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Hit
95,28,30,10000,424,884,234,586,12000,92,0,31,2012,60000000,55994557,0,1,0,0,1,0,1,1,1,0,0,0,0,0,Flop
344,0,90,26000,616,21000,726,19000,123000,173,3,31,2012,220000000,623279547,1,1,1,0,0,0,0,0,0,0,0,0,0,0,BlockBaster
41,143,120,1000,540,664,818,519,0,125,0,31,2012,58000000,49875589,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Flop
572,51,1,11000,439,3000,843,622,12000,116,2,31,2012,70000000,36931089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
5,82,498,622,546,591,701,537,15000,102,4,31,2012,68000000,34350553,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Flop
495,91,427,4000,634,796,105,591,0,88,0,30,2012,55000000,31051126,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Flop
655,394,459,13000,332,11000,401,565,10000,92,3,31,2012,55000000,9483821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Flop
357,0,218,1000,290,1000,616,304,39000,157,0,31,2012,40000000,95720716,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BlockBaster
576,3000,349,15000,665,3000,809,1000,74000,112,1,31,2012,50000000,218628680,0,0,0,0,0,0,1,0,1,0,0,0,0,0,BlockBaster
321,22,23,3000,179,1000,583,1000,39000,113,7,31,2012,50000000,56724080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Average
471,118,296,14000,463,935,170,558,63000,98,0,9,2012,45000000,139852971,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BlockBaster
470,0,123,749,670,463,278,404,28000,141,4,31,2012,45000000,47307550,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Average
487,38,500,409,329,107,653,20,46000,95,0,30,2012,35000000,13401683,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Flop
55,0,99,1000,655,660,786,650,89000,130,1,31,2012,44500000,136019448,0,0,0,0,0,0,0,0,0,0,1,0,1,1,BlockBaster
500,97,80,17000,196,971,681,839,39000,109,2,31,2012,42000000,138447667,1,0,0,0,0,0,0,0,1,1,0,0,0,0,BlockBaster
199,153,427,4000,599,828,134,491,17000,105,2,31,2012,42000000,45290318,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Average
347,30,162,922,198,786,619,497,19000,91,1,31,2012,40000000,26404753,1,0,0,1,0,0,0,0,1,1,0,0,0,1,Flop
48,20,408,107,472,81,322,54,11000,102,6,31,2012,42000000,18600911,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
491,54,219,3000,559,2000,162,988,11000,105,0,31,2012,25000000,51853450,0,0,0,0,0,0,1,1,1,0,1,0,0,0,BlockBaster
38,98,353,405,728,358,423,78,0,95,1,31,2012,40000000,37101011,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
244,171,359,6000,276,382,598,284,54000,114,0,27,2012,45000000,18996755,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Flop
358,42,462,875,713,596,38,171,0,107,3,31,2012,40000000,20113965,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Flop
81,48,245,61,458,46,296,39,0,91,8,31,2012,40000000,18438149,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
620,13000,320,940,128,925,69,787,25000,87,0,31,2012,39000000,35287788,0,0,1,0,1,0,0,1,1,0,0,1,0,0,Flop
482,0,346,378,337,18,110,15,27000,144,31,31,2012,32000000,16377274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
370,52,30,10000,205,2000,792,651,14000,110,12,31,2012,40000000,41102171,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Average
346,0,85,529,499,130,504,120,18000,134,2,31,2012,35000000,67523385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Super Hit
524,357,98,907,131,445,122,374,11000,101,0,31,2012,35000000,25863915,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Flop
147,192,254,23000,179,1000,0,346,20000,91,0,31,2012,35000000,20275446,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
583,165,367,12000,483,774,717,566,0,96,1,31,2012,35000000,183125,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
201,125,173,18000,205,2000,421,2000,0,105,5,31,2012,35000000,13101142,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Flop
569,35,424,3000,686,594,575,433,19000,99,0,31,2012,33000000,35057332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Average
66,132,209,26000,599,828,684,317,12000,94,2,31,2012,30000000,17120019,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
