,movie_title,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_facebook_likes,genres,duration,facenumber_in_poster,country,title_year,budget,gross,imdb_score,Finance_ratio,Financial_Label,IMDb_Label,numeric_country,Action,Adventure,Sci-Fi,Romance,Animation,Mystery,Fantasy,Family,Comedy,Crime,Drama,Horror,Biography,Thriller
519,The Dark Knight Rises ,107,22000,478,27000,149,23000,409,23000,164000,Action|Thriller,164,0,31,2012,250000000,448130642,8.5,1.792522568,Super Hit,CLASS-4,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1
520,John Carter ,26,475,117,640,649,632,637,530,24000,Action|Adventure|Sci-Fi,132,1,31,2012,263700000,73058679,6.6,0.277052253,Flop,CLASS-3,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
521,The Avengers ,344,0,90,26000,616,21000,726,19000,123000,Action|Adventure|Sci-Fi,173,3,31,2012,220000000,623279547,8.1,2.83308885,BlockBaster,CLASS-4,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
522,Men in Black 3 ,53,188,499,10000,519,816,592,718,40000,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,106,1,31,2012,225000000,179020854,6.8,0.79564824,Flop,CLASS-3,31,1,1,1,0,0,0,1,1,1,0,0,0,0,0
523,The Amazing Spider-Man ,397,464,152,15000,42,10000,148,963,56000,Action|Adventure|Fantasy,153,0,31,2012,230000000,262030663,7.0,1.139263752,Average,CLASS-3,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0
524,Battleship ,489,532,296,14000,25,10000,780,627,44000,Action|Adventure|Sci-Fi|Thriller,131,0,31,2012,209000000,65173160,5.9,0.311833301,Flop,CLASS-2,31,1,1,1,0,0,0,0,0,0,0,0,0,0,1
525,Skyfall ,560,0,9,883,296,563,699,393,80000,Action|Adventure|Thriller,143,0,30,2012,200000000,304360277,7.8,1.521801385,Hit,CLASS-4,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1
526,Brave ,400,56,270,2000,365,1000,429,838,39000,Adventure|Animation|Comedy|Family|Fantasy,93,0,31,2012,185000000,237282182,7.2,1.2826063890000001,Hit,CLASS-3,31,0,1,0,0,1,0,1,1,1,0,0,0,0,0
527,Snow White and the Huntsman ,553,274,90,26000,425,17000,713,11000,53000,Action|Adventure|Drama|Fantasy,132,0,31,2012,170000000,155111815,6.1,0.9124224409999999,Flop,CLASS-2,31,1,1,0,0,0,0,1,0,0,0,1,0,0,0
528,Wreck-It Ralph ,516,66,194,975,652,931,386,833,40000,Adventure|Animation|Comedy|Family|Sci-Fi,101,1,31,2012,165000000,189412677,7.8,1.147955618,Average,CLASS-4,31,0,1,1,0,1,0,0,1,1,0,0,0,0,0
529,Wrath of the Titans ,327,473,296,14000,232,897,488,502,19000,Action|Adventure|Fantasy,99,0,31,2012,150000000,83640426,5.8,0.55760284,Flop,CLASS-2,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0
530,Dark Shadows ,620,13000,248,40000,143,17000,156,16000,82000,Comedy|Fantasy|Horror,113,7,31,2012,100000000,79711678,6.2,0.79711678,Flop,CLASS-2,31,0,0,0,0,0,0,1,0,1,0,0,1,0,0
531,Madagascar 3: Europe's Most Wanted ,187,35,198,851,488,770,128,436,17000,Adventure|Animation|Comedy|Family,93,0,31,2012,145000000,216366733,6.9,1.492184366,Hit,CLASS-3,31,0,1,0,0,1,0,0,1,1,0,0,0,0,0
532,Rise of the Guardians ,496,52,186,20000,391,315,460,161,25000,Adventure|Animation|Family|Fantasy,97,0,31,2012,145000000,103400692,7.3,0.7131082209999999,Flop,CLASS-3,31,0,1,0,0,1,0,1,1,0,0,0,0,0,0
533,The Twilight Saga: Breaking Dawn - Part 2 ,64,386,411,21000,425,17000,787,12000,65000,Adventure|Drama|Fantasy|Romance,115,3,31,2012,120000000,292298923,5.5,2.435824358,BlockBaster,CLASS-2,31,0,1,0,1,0,0,1,0,0,0,1,0,0,0
534,The Twilight Saga: Breaking Dawn - Part 2 ,64,386,411,21000,425,17000,787,12000,65000,Adventure|Drama|Fantasy|Romance,115,3,31,2012,120000000,292298923,5.5,2.435824358,BlockBaster,CLASS-2,31,0,1,0,1,0,0,1,0,0,0,1,0,0,0
535,The Bourne Legacy ,647,209,225,10000,658,826,756,602,31000,Action|Adventure|Thriller,135,0,31,2012,125000000,113165635,6.7,0.90532508,Flop,CLASS-3,31,1,1,0,0,0,0,0,0,0,0,0,0,0,1
536,Life of Pi ,33,0,458,774,589,358,779,341,122000,Adventure|Drama|Fantasy,127,0,31,2012,120000000,124976634,8.0,1.04147195,Average,CLASS-4,31,0,1,0,0,0,0,1,0,0,0,1,0,0,0
537,Prometheus ,523,0,337,13000,137,9000,734,641,97000,Adventure|Mystery|Sci-Fi,124,0,31,2012,130000000,126464904,7.0,0.9728069540000001,Flop,CLASS-3,31,0,1,1,0,0,1,0,0,0,0,0,0,0,0
538,Django Unchained ,505,16000,291,29000,151,11000,68,265,199000,Drama|Western,165,1,31,2012,100000000,162804648,8.5,1.62804648,Hit,CLASS-4,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
539,The Expendables 2 ,583,165,209,26000,695,13000,115,13000,108000,Action|Adventure|Thriller,103,3,31,2012,92000000,85017401,6.7,0.924102185,Flop,CLASS-3,31,1,1,0,0,0,0,0,0,0,0,0,0,0,1
540,Cloud Atlas ,642,670,477,15000,354,5000,378,1000,124000,Drama|Sci-Fi,172,5,11,2012,102000000,27098580,7.5,0.265672353,Flop,CLASS-3,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0
541,The Campaign ,272,116,497,8000,710,331,440,329,18000,Comedy,85,0,31,2012,95000000,86897182,6.2,0.9147071790000001,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542,Ice Age: Continental Drift ,596,20,392,22000,376,1000,218,916,14000,Adventure|Animation|Comedy|Family,88,0,31,2012,95000000,161317423,6.6,1.698078137,Hit,CLASS-3,31,0,1,0,0,1,0,0,1,1,0,0,0,0,0
543,Hotel Transylvania ,210,266,455,12000,8,11000,399,11000,28000,Animation|Comedy|Family|Fantasy,91,2,31,2012,85000000,148313048,7.1,1.744859388,Hit,CLASS-3,31,0,0,0,0,1,0,1,1,1,0,0,0,0,0
544,Safe House ,130,79,126,18000,639,16000,716,820,19000,Action|Crime|Mystery|Thriller,115,1,31,2012,85000000,126149655,6.8,1.484113588,Hit,CLASS-3,31,1,0,0,0,0,1,0,0,0,1,0,0,0,1
545,Mirror Mirror ,610,763,260,8000,541,886,180,809,18000,Adventure|Comedy|Drama|Family|Fantasy,106,1,31,2012,85000000,64933670,5.6,0.7639255290000001,Flop,CLASS-2,31,0,1,0,0,0,0,1,1,1,0,1,0,0,0
546,Dredd ,487,38,500,409,329,107,653,20,46000,Action|Sci-Fi,95,0,30,2012,35000000,13401683,7.1,0.38290522899999996,Flop,CLASS-3,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0
547,The Hunger Games ,205,378,222,34000,378,14000,55,575,140000,Adventure|Drama|Sci-Fi|Thriller,142,0,31,2012,78000000,407999255,7.3,5.230759679,BlockBaster,CLASS-3,31,0,1,1,0,0,0,0,0,0,0,1,0,0,1
548,Journey 2: The Mysterious Island ,72,62,256,14000,225,12000,466,722,0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,94,3,31,2012,79000000,103812241,5.8,1.314079,Hit,CLASS-2,31,1,1,1,0,0,0,1,1,1,0,0,0,0,0
549,Underworld: Awakening ,448,24,465,5000,687,327,722,324,24000,Action|Fantasy|Horror,88,1,31,2012,70000000,62321039,6.4,0.890300557,Flop,CLASS-2,31,1,0,0,0,0,0,1,0,0,0,0,1,0,0
550,Rock of Ages ,2,163,203,394,666,217,130,66,33000,Comedy|Drama|Musical|Romance,136,7,31,2012,75000000,38509342,5.9,0.513457893,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
551,Abraham Lincoln: Vampire Hunter ,627,335,421,3000,214,3000,81,911,98000,Action|Fantasy|Horror,105,0,31,2012,69000000,37516013,5.9,0.5437103329999999,Flop,CLASS-2,31,1,0,0,0,0,0,1,0,0,0,0,1,0,0
552,Lincoln ,603,14000,254,23000,287,826,113,655,71000,Biography|Drama|History|War,150,0,31,2012,65000000,182204440,7.4,2.8031452310000002,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
553,Les Misérables ,638,0,186,20000,231,13000,48,11000,144000,Drama|Musical|Romance,158,1,31,2012,61000000,148775460,7.6,2.438941967,BlockBaster,CLASS-4,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
554,The Dictator ,373,119,434,600,2,346,312,174,59000,Comedy|Romance,99,0,31,2012,65000000,59617068,6.4,0.9171856620000001,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
555,This Means War ,416,368,478,27000,4,1000,838,520,18000,Action|Comedy|Romance,103,3,31,2012,65000000,54758461,6.3,0.842437862,Flop,CLASS-2,31,1,0,0,1,0,0,0,0,1,0,0,0,0,0
556,Resident Evil: Retribution ,484,545,350,14000,93,1000,88,974,32000,Action|Horror|Sci-Fi|Thriller,96,0,11,2012,65000000,42345531,5.4,0.6514697079999999,Flop,CLASS-2,11,1,0,1,0,0,0,0,0,0,0,0,1,0,1
557,Jack Reacher ,106,188,476,10000,617,3000,191,1000,38000,Action|Crime|Mystery|Thriller,130,2,31,2012,60000000,80033643,7.0,1.33389405,Hit,CLASS-3,31,1,0,0,0,0,1,0,0,0,1,0,0,0,1
558,ParaNorman ,95,28,30,10000,424,884,234,586,12000,Adventure|Animation|Comedy|Family|Fantasy,92,0,31,2012,60000000,55994557,7.0,0.933242617,Flop,CLASS-3,31,0,1,0,0,1,0,1,1,1,0,0,0,0,0
559,The Avengers ,344,0,90,26000,616,21000,726,19000,123000,Action|Adventure|Sci-Fi,173,3,31,2012,220000000,623279547,8.1,2.83308885,BlockBaster,CLASS-4,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
560,Red Tails ,41,143,120,1000,540,664,818,519,0,Action|Adventure|Drama|History|War,125,0,31,2012,58000000,49875589,5.9,0.8599239479999999,Flop,CLASS-2,31,1,1,0,0,0,0,0,0,0,0,1,0,0,0
561,That's My Boy ,572,51,1,11000,439,3000,843,622,12000,Comedy,116,2,31,2012,70000000,36931089,5.6,0.527586986,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
562,The Watch ,5,82,498,622,546,591,701,537,15000,Action|Comedy|Sci-Fi,102,4,31,2012,68000000,34350553,5.7,0.5051551910000001,Flop,CLASS-2,31,1,0,1,0,0,0,0,0,1,0,0,0,0,0
563,The Pirates! Band of Misfits ,495,91,427,4000,634,796,105,591,0,Adventure|Animation|Comedy|Family,88,0,30,2012,55000000,31051126,6.7,0.5645659270000001,Flop,CLASS-3,30,0,1,0,0,1,0,0,1,1,0,0,0,0,0
564,Bullet to the Head ,655,394,459,13000,332,11000,401,565,10000,Action|Thriller,92,3,31,2012,55000000,9483821,5.7,0.17243310899999997,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1
565,Zero Dark Thirty ,357,0,218,1000,290,1000,616,304,39000,Drama|History|Thriller,157,0,31,2012,40000000,95720716,7.4,2.3930179,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1
566,Ted ,576,3000,349,15000,665,3000,809,1000,74000,Comedy|Fantasy,112,1,31,2012,50000000,218628680,7.0,4.3725736,BlockBaster,CLASS-3,31,0,0,0,0,0,0,1,0,1,0,0,0,0,0
567,American Reunion ,321,22,23,3000,179,1000,583,1000,39000,Comedy,113,7,31,2012,50000000,56724080,6.7,1.1344816,Average,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
568,Taken 2 ,471,118,296,14000,463,935,170,558,63000,Action|Crime|Thriller,98,0,9,2012,45000000,139852971,6.3,3.1078438,BlockBaster,CLASS-2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
569,Savages ,470,0,123,749,670,463,278,404,28000,Crime|Drama|Thriller,141,4,31,2012,45000000,47307550,6.5,1.051278889,Average,CLASS-2,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
570,Dredd ,487,38,500,409,329,107,653,20,46000,Action|Sci-Fi,95,0,30,2012,35000000,13401683,7.1,0.38290522899999996,Flop,CLASS-3,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0
571,Argo ,55,0,99,1000,655,660,786,650,89000,Biography|Drama|History|Thriller,130,1,31,2012,44500000,136019448,7.7,3.056616809,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,0,1,0,1,1
572,21 Jump Street ,500,97,80,17000,196,971,681,839,39000,Action|Comedy|Crime,109,2,31,2012,42000000,138447667,7.2,3.2963730239999998,BlockBaster,CLASS-3,31,1,0,0,0,0,0,0,0,1,1,0,0,0,0
573,Here Comes the Boom ,199,153,427,4000,599,828,134,491,17000,Action|Comedy|Sport,105,2,31,2012,42000000,45290318,6.5,1.078340905,Average,CLASS-2,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0
574,One for the Money ,347,30,162,922,198,786,619,497,19000,Action|Comedy|Crime|Romance|Thriller,91,1,31,2012,40000000,26404753,5.3,0.660118825,Flop,CLASS-2,31,1,0,0,1,0,0,0,0,1,1,0,0,0,1
575,Man on a Ledge ,48,20,408,107,472,81,322,54,11000,Action|Crime|Thriller,102,6,31,2012,42000000,18600911,6.6,0.44287883299999997,Flop,CLASS-3,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1
576,The Odd Life of Timothy Green ,491,54,219,3000,559,2000,162,988,11000,Comedy|Drama|Family|Fantasy,105,0,31,2012,25000000,51853450,6.6,2.074138,BlockBaster,CLASS-3,31,0,0,0,0,0,0,1,1,1,0,1,0,0,0
577,The Guilt Trip ,38,98,353,405,728,358,423,78,0,Comedy|Drama,95,1,31,2012,40000000,37101011,5.8,0.927525275,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
578,The Impossible ,244,171,359,6000,276,382,598,284,54000,Drama|Thriller,114,0,27,2012,45000000,18996755,7.6,0.422150111,Flop,CLASS-4,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1
579,Big Miracle ,358,42,462,875,713,596,38,171,0,Biography|Drama|Romance,107,3,31,2012,40000000,20113965,6.5,0.502849125,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,0,0,1,0,1,0
580,A Thousand Words ,81,48,245,61,458,46,296,39,0,Comedy|Drama,91,8,31,2012,40000000,18438149,5.9,0.460953725,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
581,Frankenweenie ,620,13000,320,940,128,925,69,787,25000,Animation|Comedy|Family|Horror|Sci-Fi,87,0,31,2012,39000000,35287788,7.0,0.9048150770000001,Flop,CLASS-3,31,0,0,1,0,1,0,0,1,1,0,0,1,0,0
582,The Master ,482,0,346,378,337,18,110,15,27000,Drama,144,31,31,2012,32000000,16377274,7.1,0.5117898129999999,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
583,What to Expect When You're Expecting ,370,52,30,10000,205,2000,792,651,14000,Comedy|Drama|Romance,110,12,31,2012,40000000,41102171,5.7,1.027554275,Average,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
584,This Is 40 ,346,0,85,529,499,130,504,120,18000,Comedy,134,2,31,2012,35000000,67523385,6.2,1.9292395709999999,Super Hit,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
585,Alex Cross ,524,357,98,907,131,445,122,374,11000,Action|Crime|Mystery|Thriller,101,0,31,2012,35000000,25863915,5.1,0.738969,Flop,CLASS-2,31,1,0,0,0,0,1,0,0,0,1,0,0,0,1
586,Premium Rush ,147,192,254,23000,179,1000,0,346,20000,Action|Crime|Thriller,91,0,31,2012,35000000,20275446,6.5,0.579298457,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1
587,Stolen ,583,165,367,12000,483,774,717,566,0,Action|Crime|Drama|Thriller,96,1,31,2012,35000000,183125,5.5,0.005232143,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,1,0,0,1
588,Playing for Keeps ,201,125,173,18000,205,2000,421,2000,0,Comedy|Romance|Sport,105,5,31,2012,35000000,13101142,5.7,0.374318343,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
589,Step Up Revolution ,569,35,424,3000,686,594,575,433,19000,Drama|Music|Romance,99,0,31,2012,33000000,35057332,6.5,1.062343394,Average,CLASS-2,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
590,Safe ,66,132,209,26000,599,828,684,317,12000,Action|Crime|Thriller,94,2,31,2012,30000000,17120019,6.5,0.5706673000000001,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1
591,Flight ,537,0,126,18000,111,984,579,874,64000,Drama|Thriller,138,0,31,2012,31000000,93749203,7.3,3.024167839,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1
592,The Vow ,428,23,80,17000,461,359,208,281,32000,Drama|Romance,104,0,31,2012,30000000,125014030,6.8,4.167134333,BlockBaster,CLASS-3,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
593,Looper ,514,0,254,23000,112,13000,816,502,75000,Action|Crime|Drama|Sci-Fi|Thriller,119,0,31,2012,30000000,66468315,7.4,2.2156105,BlockBaster,CLASS-3,31,1,0,1,0,0,0,0,0,0,1,1,0,0,1
594,Hope Springs ,144,64,334,11000,689,7000,357,329,0,Comedy|Drama|Romance,100,2,31,2012,30000000,63536011,6.3,2.117867033,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
595,The Cabin in the Woods ,174,246,90,26000,97,821,465,751,66000,Fantasy|Horror|Mystery|Thriller,95,0,31,2012,30000000,42043633,7.0,1.401454433,Hit,CLASS-3,31,0,0,0,0,0,1,1,0,0,0,0,1,0,1
596,The Five-Year Engagement ,456,89,21,2000,313,401,192,372,11000,Comedy|Romance,131,2,31,2012,30000000,28644770,6.2,0.954825667,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
597,Joyful Noise ,630,650,132,1000,344,773,368,715,0,Comedy|Music,118,4,31,2012,25000000,30920167,5.7,1.23680668,Average,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
598,The Raven ,261,160,386,771,190,570,456,427,35000,Crime|Mystery|Thriller,110,1,31,2012,26000000,16005978,6.4,0.615614538,Flop,CLASS-2,31,0,0,0,0,0,1,0,0,0,1,0,0,0,1
599,Parental Guidance ,31,99,38,3000,273,448,806,433,0,Comedy|Family,105,5,31,2012,25000000,77264926,6.1,3.09059704,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0
600,The Lucky One ,568,96,53,713,611,220,355,204,29000,Drama|Romance,101,0,31,2012,25000000,60443237,6.5,2.41772948,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
601,Contraband ,51,175,193,24000,193,736,499,733,0,Action|Crime|Drama|Thriller,109,3,31,2012,25000000,66489425,6.5,2.659577,BlockBaster,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,1,0,0,1
602,The Possession ,468,30,284,941,469,459,582,309,17000,Horror|Thriller,92,0,31,2012,14000000,49122319,5.9,3.508737071,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1
603,On the Road ,656,179,280,17000,743,10000,463,4000,27000,Adventure|Drama,137,4,9,2012,25000000,717753,6.1,0.02871012,Flop,CLASS-2,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0
604,Diary of a Wimpy Kid: Dog Days ,137,42,504,975,586,569,435,517,0,Comedy|Family,94,2,31,2012,22000000,49002815,6.4,2.227400682,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0
605,Hit and Run ,150,21,61,14000,720,618,75,552,0,Action|Comedy|Romance,100,5,31,2012,2000000,13746550,6.1,6.873275,BlockBaster,CLASS-2,31,1,0,0,1,0,0,0,0,1,0,0,0,0,0
606,To Rome with Love ,668,11000,384,385,382,223,13,159,18000,Comedy|Romance,112,0,31,2012,17000000,16684352,6.3,0.981432471,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
607,Silver Linings Playbook ,149,737,222,34000,615,22000,98,14000,117000,Comedy|Drama|Romance,122,0,31,2012,21000000,132088910,7.8,6.289948095,BlockBaster,CLASS-4,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
608,Madea's Witness Protection ,651,0,243,982,720,618,693,582,0,Comedy|Crime|Drama,114,5,31,2012,20000000,65623128,4.8,3.2811564,BlockBaster,CLASS-1,31,0,0,0,0,0,0,0,0,1,1,1,0,0,0
609,Silent Hill: Revelation 3D ,424,83,399,991,199,494,516,206,25000,Adventure|Drama|Horror|Mystery|Thriller,95,0,9,2012,20000000,17529157,5.0,0.87645785,Flop,CLASS-1,9,0,1,0,0,0,1,0,0,0,0,1,1,0,1
610,Lockout ,260,4,253,788,746,447,326,80,10000,Action|Adventure|Sci-Fi|Thriller,95,2,9,2012,20000000,14291570,6.1,0.7145785,Flop,CLASS-2,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1
611,Chasing Mavericks ,417,150,173,18000,4,1000,484,956,13000,Biography|Drama|Sport,116,2,31,2012,20000000,6002756,7.2,0.30013779999999995,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
612,The Cold Light of Day ,392,19,185,15000,112,13000,861,619,0,Action|Thriller,93,3,31,2012,20000000,3749061,4.9,0.18745305,Flop,CLASS-1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1
613,The Oogieloves in the Big Balloon Adventure ,413,12,86,979,271,532,811,231,831,Adventure|Family|Fantasy|Musical,88,0,31,2012,20000000,1064277,6.7,0.05321385,Flop,CLASS-3,31,0,1,0,0,0,0,1,1,0,0,0,0,0,0
614,Pitch Perfect ,267,36,30,10000,289,751,78,746,36000,Comedy|Music|Romance,112,4,31,2012,17000000,64998368,7.2,3.823433412,BlockBaster,CLASS-3,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
615,The Apparition ,631,57,262,465,610,152,798,62,0,Horror|Thriller,83,1,31,2012,17000000,4930798,4.1,0.290046941,Flop,CLASS-1,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1
616,Moonrise Kingdom ,659,0,67,13000,80,13000,89,559,71000,Adventure|Comedy|Drama|Romance,94,2,31,2012,16000000,45507053,7.8,2.844190813,BlockBaster,CLASS-4,31,0,1,0,1,0,0,0,0,1,0,1,0,0,0
617,Vamps ,21,143,461,1000,388,945,321,613,0,Comedy|Horror|Romance,92,2,31,2012,16000000,2964,5.1,0.00018525,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,1,0,0
618,The Woman in Black ,264,43,114,11000,624,326,371,259,29000,Drama|Fantasy|Horror|Thriller,95,0,30,2012,17000000,54322273,6.4,3.195427824,BlockBaster,CLASS-2,30,0,0,0,0,0,0,1,0,0,0,1,1,0,1
619,End of Watch ,136,453,199,15000,46,10000,26,953,38000,Crime|Drama|Thriller,109,2,31,2012,7000000,40983001,7.7,5.8547144289999995,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
620,The Place Beyond the Pines ,166,310,423,33000,72,748,44,619,47000,Crime|Drama|Thriller,140,3,31,2012,15000000,21383298,7.3,1.4255532,Hit,CLASS-3,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
621,Killing Them Softly ,24,181,60,11000,646,820,77,748,20000,Crime|Thriller,97,1,31,2012,15000000,14938570,6.2,0.995904667,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1
622,The Man with the Iron Fists ,507,561,406,746,585,561,179,353,29000,Action,107,3,31,2012,15000000,15608545,5.4,1.040569667,Average,CLASS-2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Promised Land ,228,835,323,13000,287,826,790,363,10000,Drama,106,1,31,2012,15000000,7556708,6.6,0.5037805329999999,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
624,The Possession ,468,30,284,941,469,459,582,309,17000,Horror|Thriller,92,0,31,2012,14000000,49122319,5.9,3.508737071,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1
625,Fun Size ,341,90,466,962,314,925,614,635,0,Adventure|Comedy,86,1,31,2012,14000000,9402410,5.4,0.6716007140000001,Flop,CLASS-2,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0
626,Seven Psychopaths ,408,454,0,2000,270,906,559,816,52000,Comedy|Crime,110,7,30,2012,15000000,14989761,7.2,0.9993174000000001,Flop,CLASS-3,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0
627,The Perks of Being a Wallflower ,589,139,301,8000,259,3000,438,850,131000,Drama|Romance,102,2,31,2012,13000000,17738570,8.0,1.364505385,Hit,CLASS-4,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
628,Ernest & Celestine ,606,2,308,6000,503,637,469,186,0,Animation|Comedy|Crime|Drama|Family,80,0,9,2012,9600000,71442,7.9,0.007441875,Flop,CLASS-4,9,0,0,0,0,1,0,0,1,1,1,1,0,0,0
629,Think Like a Man ,625,167,88,997,625,966,664,807,0,Comedy|Romance,122,8,31,2012,12000000,91547205,6.6,7.62893375,BlockBaster,CLASS-3,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
630,Act of Valor ,441,16,14,93,330,17,698,11,15000,Action|Adventure|Drama|Thriller|War,110,0,31,2012,12000000,70011073,6.5,5.834256083,BlockBaster,CLASS-2,31,1,1,0,0,0,0,0,0,0,0,1,0,0,1
631,Chronicle ,342,128,341,963,24,465,66,371,32000,Drama|Sci-Fi|Thriller,89,0,31,2012,12000000,64572496,7.1,5.381041333,BlockBaster,CLASS-3,31,0,0,1,0,0,0,0,0,0,0,1,0,0,1
632,Project X ,463,166,122,971,422,329,600,281,29000,Comedy|Crime,93,0,31,2012,12000000,54724272,6.7,4.560356,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,1,1,0,0,0,0
633,Katy Perry: Part of Me ,122,4,294,28,58,9,51,8,0,Documentary|Music,93,0,31,2012,12000000,25240988,5.9,2.1034156669999997,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Arbitrage ,455,27,363,664,174,591,663,360,0,Drama|Thriller,107,1,31,2012,12000000,7918283,6.6,0.659856917,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1
635,Quartet ,177,0,305,358,673,156,627,123,13000,Comedy|Drama,98,4,30,2012,11000000,18381787,6.8,1.671071545,Hit,CLASS-3,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0
636,For Greater Glory: The True Story of Cristiada ,161,0,430,639,233,377,126,280,0,Drama|History|War,145,1,20,2012,10818775,5669081,6.6,0.524003965,Flop,CLASS-3,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
637,Sparkle ,559,70,382,1000,173,876,565,706,0,Drama|Music,116,7,31,2012,17000000,24397469,5.7,1.435145235,Hit,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
638,Mud ,276,337,329,11000,736,1000,716,820,27000,Drama,130,1,31,2012,10000000,21589307,7.4,2.1589307,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
